x,y,z,reachable,tilt_deg,j3_danger
-0.16666666666666669,-0.6666666666666667,-0.2,True,3.4150945850063763e-06,False
-0.16666666666666669,-0.6666666666666667,-0.06666666666666668,True,1.0697753125226707e-05,False
-0.16666666666666669,-0.6666666666666667,0.06666666666666665,True,1.7075472925031877e-06,False
-0.16666666666666669,-0.6666666666666667,0.2,True,0.0,False
-0.16666666666666669,-0.6666666666666667,0.3333333333333333,True,4.676310850554341e-06,False
-0.16666666666666669,-0.6666666666666667,0.4666666666666666,False,0.0,False
-0.16666666666666669,-0.6666666666666667,0.6000000000000001,False,0.0,False
-0.16666666666666669,-0.6666666666666667,0.7333333333333334,False,0.0,False
-0.16666666666666669,-0.6666666666666667,0.8666666666666667,False,0.0,False
-0.16666666666666669,-0.6666666666666667,1.0,False,0.0,False
-0.16666666666666669,-0.5222222222222223,-0.2,True,8.408695236852925e-06,False
-0.16666666666666669,-0.5222222222222223,-0.06666666666666668,True,8.537736462515939e-07,False
-0.16666666666666669,-0.5222222222222223,0.06666666666666665,True,6.557959812547711e-06,False
-0.16666666666666669,-0.5222222222222223,0.2,True,0.0,False
-0.16666666666666669,-0.5222222222222223,0.3333333333333333,True,0.0,False
-0.16666666666666669,-0.5222222222222223,0.4666666666666666,True,8.537736462515939e-07,False
-0.16666666666666669,-0.5222222222222223,0.6000000000000001,False,0.0,False
-0.16666666666666669,-0.5222222222222223,0.7333333333333334,False,0.0,False
-0.16666666666666669,-0.5222222222222223,0.8666666666666667,False,0.0,False
-0.16666666666666669,-0.5222222222222223,1.0,False,0.0,False
-0.16666666666666669,-0.37777777777777777,-0.2,True,0.0,False
-0.16666666666666669,-0.37777777777777777,-0.06666666666666668,True,5.13897981862103e-05,False
-0.16666666666666669,-0.37777777777777777,0.06666666666666665,True,0.0,False
-0.16666666666666669,-0.37777777777777777,0.2,True,0.0,False
-0.16666666666666669,-0.37777777777777777,0.3333333333333333,True,0.0,False
-0.16666666666666669,-0.37777777777777777,0.4666666666666666,True,1.2074182697257333e-06,False
-0.16666666666666669,-0.37777777777777777,0.6000000000000001,False,0.0010036191828874518,True
-0.16666666666666669,-0.37777777777777777,0.7333333333333334,False,0.0,False
-0.16666666666666669,-0.37777777777777777,0.8666666666666667,False,0.0,False
-0.16666666666666669,-0.37777777777777777,1.0,False,0.0,False
-0.16666666666666669,-0.2333333333333334,-0.2,True,0.0,False
-0.16666666666666669,-0.2333333333333334,-0.06666666666666668,True,1.5904040849567444e-05,False
-0.16666666666666669,-0.2333333333333334,0.06666666666666665,True,0.0,False
-0.16666666666666669,-0.2333333333333334,0.2,True,0.0,False
-0.16666666666666669,-0.2333333333333334,0.3333333333333333,True,1.4787793334710982e-06,False
-0.16666666666666669,-0.2333333333333334,0.4666666666666666,True,1.2074182697257333e-06,False
-0.16666666666666669,-0.2333333333333334,0.6000000000000001,True,8.537736462515939e-07,False
-0.16666666666666669,-0.2333333333333334,0.7333333333333334,False,0.0,False
-0.16666666666666669,-0.2333333333333334,0.8666666666666667,False,0.0,False
-0.16666666666666669,-0.2333333333333334,1.0,False,0.0,False
-0.16666666666666669,-0.0888888888888888,-0.2,True,3.7215130446689415e-06,False
-0.16666666666666669,-0.0888888888888888,-0.06666666666666668,True,0.0,False
-0.16666666666666669,-0.0888888888888888,0.06666666666666665,True,8.537736462515939e-07,False
-0.16666666666666669,-0.0888888888888888,0.2,True,1.4106655764433061e-05,False
-0.16666666666666669,-0.0888888888888888,0.3333333333333333,True,8.537736462515939e-07,False
-0.16666666666666669,-0.0888888888888888,0.4666666666666666,True,0.0,False
-0.16666666666666669,-0.0888888888888888,0.6000000000000001,True,0.0,False
-0.16666666666666669,-0.0888888888888888,0.7333333333333334,False,0.0,False
-0.16666666666666669,-0.0888888888888888,0.8666666666666667,False,0.0,False
-0.16666666666666669,-0.0888888888888888,1.0,False,0.0,False
-0.16666666666666669,0.05555555555555558,-0.2,True,8.537736462515939e-07,False
-0.16666666666666669,0.05555555555555558,-0.06666666666666668,True,1.7075472925031877e-06,False
-0.16666666666666669,0.05555555555555558,0.06666666666666665,True,2.091309789151873e-06,False
