Ball_X,Ball_Y,Ball_Z
-0.19676576554775238,0.1948118805885315,0.5113440752029419
-0.195897176861763,0.19583448767662048,0.5115451812744141
-0.1966881901025772,0.1947350651025772,0.5111424326896667
-0.19609512388706207,0.2017139494419098,0.5120620727539062
-0.19637705385684967,0.19536589086055756,0.5127982497215271
-0.19635212421417236,0.20197831094264984,0.5127331614494324
-0.19611869752407074,0.19605593383312225,0.5121236443519592
-0.1959143429994583,0.1949055790901184,0.5115900039672852
-0.1957298219203949,0.19566716253757477,0.5111081600189209
-0.19556333124637604,0.1945563703775406,0.5106734037399292
-0.19561170041561127,0.2012166827917099,0.5107997059822083
-0.19664603471755981,0.19469331204891205,0.5110328793525696
-0.19662052392959595,0.19466808438301086,0.5109665989875793
-0.19597291946411133,0.19496385753154755,0.5117429494857788
-0.1967361569404602,0.1947825700044632,0.5112671256065369
-0.19576452672481537,0.2013738751411438,0.5111987590789795
-0.19576741755008698,0.20137685537338257,0.511206328868866
-0.1958758383989334,0.20148837566375732,0.5114894509315491
-0.19616709649562836,0.1951570212841034,0.5122500061988831
-0.19620220363140106,0.2018240988254547,0.5123416781425476
-0.19622685015201569,0.20184944570064545,0.512406051158905
-0.1961437612771988,0.2008168250322342,0.5121890902519226
-0.19595763087272644,0.20062623918056488,0.5117030143737793
-0.1958257406949997,0.201436847448349,0.5113586187362671
-0.19571028649806976,0.20131808519363403,0.5110571384429932
-0.19568218290805817,0.19467461109161377,0.5109837651252747
-0.19662001729011536,0.19466756284236908,0.5109652876853943
-0.19578318297863007,0.19572052359580994,0.5112475156784058
-0.19654247164726257,0.19459080696105957,0.5107637643814087
-0.19669607281684875,0.19474287331104279,0.5111629366874695
-0.19684191048145294,0.19488726556301117,0.5115419626235962
-0.1966845691204071,0.19473148882389069,0.511133074760437
-0.19569668173789978,0.201304093003273,0.511021614074707
-0.1965092569589615,0.19455792009830475,0.5106774568557739
-0.19579572975635529,0.20140597224235535,0.5112802386283875
-0.1961425393819809,0.20176272094249725,0.5121858716011047
-0.1962507963180542,0.20187409222126007,0.5124685764312744
-0.1962028294801712,0.20182475447654724,0.5123433470726013
-0.19610702991485596,0.20172621309757233,0.512093186378479
-0.19613100588321686,0.20175085961818695,0.5121557712554932
-0.1960206925868988,0.20069082081317902,0.5118677020072937
-0.19598309695720673,0.2006523162126541,0.5117695331573486
-0.19604618847370148,0.20166361331939697,0.5119342803955078
-0.1959504932165146,0.19494155049324036,0.5116844177246094
-0.1958644539117813,0.1958017498254776,0.5114597082138062
-0.19574859738349915,0.20135748386383057,0.5111571550369263
-0.19567668437957764,0.2012835294008255,0.5109694004058838
-0.19573137164115906,0.20133978128433228,0.5111122131347656
-0.1960180699825287,0.20163469016551971,0.5118608474731445
-0.19612890481948853,0.20174869894981384,0.5121502876281738
-0.19618715345859528,0.1961243599653244,0.5123023986816406
-0.1960335671901703,0.20165063440799713,0.511901319026947
-0.19682911038398743,0.1948745846748352,0.5115086436271667
-0.1968240886926651,0.19581551849842072,0.5114956498146057
-0.19695544242858887,0.19594620168209076,0.5118370056152344
-0.19614636898040771,0.1951363980770111,0.512195885181427
-0.19609558582305908,0.1960328072309494,0.5120632648468018
-0.19701038300991058,0.1950540691614151,0.5119797587394714
-0.19693699479103088,0.1949813961982727,0.5117890238761902
