Ball_X,Ball_Y,Ball_Z,TCP_X,TCP_Y,TCP_Z,TCP_Rx,TCP_Ry,TCP_Rz
0.26707735657691956,-0.25242114067077637,0.5688146948814392,0.020983948551698467,-0.4505801864323518,0.07008823355892482,-1.7616472335214763,-1.7568981112434015,0.7300733865339202
0.26607269048690796,-0.25351792573928833,0.5689155459403992,0.02098286409681574,-0.45058438211249346,0.07008254345372342,-1.7616561360968008,-1.75686319202387,0.7300922983754126
0.26576530933380127,-0.25399667024612427,0.5820668935775757,0.028810335180648877,-0.4506019508907941,0.06231285005994436,-1.761681293249074,-1.7569383512112973,0.7301400312932349
0.5564470887184143,-0.2637218236923218,0.6043534278869629,0.23731411685677772,-0.4505983164603506,0.270812423927417,-1.7616821179528581,-1.7569022267738486,0.7301404116524034
0.48970702290534973,-0.103505440056324,0.601990818977356,0.19598960959929365,-0.6064409975116085,0.229481793792314,-1.7616286012520623,-1.7569126865263438,0.7301498297295794
0.37255874276161194,0.017764566466212273,0.564484715461731,0.08787353952087143,-0.7258919043417672,0.1576393795854874,-1.761683880006797,-1.7568905567670838,0.7301430512671396
0.3144174814224243,0.07140367478132248,0.5594698786735535,0.04364356436472716,-0.7800768106933708,0.11344853622401088,-1.7616549375930528,-1.7569217452186103,0.7301748335657713
0.33153361082077026,0.07203074544668198,0.45284321904182434,-0.029635403335595195,-0.7800657841388798,0.18667980937916895,-1.7616257170165,-1.756901700344099,0.7300887378374997
0.33206114172935486,0.02386869117617607,0.339511513710022,-0.10689608161422062,-0.7321302305864755,0.26395759429435417,-1.7617325777311026,-1.7568635474028496,0.7301436375200218
0.33049219846725464,-0.04774770140647888,0.33983492851257324,-0.10689487394191066,-0.6583849566614433,0.26395643502517085,-1.7616282922583,-1.7568950340271203,0.730131866605901
0.32788562774658203,-0.15008342266082764,0.3410455286502838,-0.10689682810886371,-0.5535846286279821,0.2639734500267207,-1.761662869814622,-1.7569004229357876,0.7301793741730002
0.07050482928752899,-0.14169196784496307,0.32062971591949463,-0.2963986893360757,-0.5535969878348668,0.07442834971288503,-1.7617318312314956,-1.756916688239366,0.730154272698415
-0.2362728863954544,-0.13424675166606903,0.30634596943855286,-0.5210956724240663,-0.5535636179567964,-0.1502645446164147,-1.761644481289039,-1.7569016291297306,0.7300916217852884
-0.2430933266878128,-0.13211636245250702,0.4253222346305847,-0.4304302510510928,-0.5535516561258728,-0.24095840811409194,-1.761664952047718,-1.7568574702533972,0.7300862257085525
-0.23862513899803162,0.09006651490926743,0.42717912793159485,-0.43039569116397935,-0.7798623880459311,-0.2409647962777539,-1.761651510498719,-1.756922735584447,0.7300954351666668
-0.238980233669281,0.1485278308391571,0.4364842474460602,-0.4243456824690417,-0.8392077781083612,-0.24701719056569588,-1.7616687685357724,-1.756869049724481,0.7301483017883175
-0.016882838681340218,0.14375509321689606,0.4545716345310211,-0.26252417823919505,-0.8391880420586737,-0.08524406427276726,-1.7615981974927504,-1.756884843210367,0.7300660959936779
0.18630574643611908,0.13326890766620636,0.47098493576049805,-0.10993680992325587,-0.8391948031728594,0.0672935144571129,-1.7615798919691934,-1.7569132921912847,0.7300677863191449
0.20379699766635895,0.1326034665107727,0.2675546109676361,-0.250462470238371,-0.8392128233506826,0.2078488433118147,-1.7615719846374696,-1.7569349901439562,0.7301054881708388
0.042548347264528275,0.0976283922791481,0.2587788999080658,-0.3678292480000189,-0.7991561696997561,0.09049294707512459,-1.761646683685519,-1.7569011958835472,0.7300710633277617
-0.2134293019771576,0.11601223796606064,0.25815871357917786,-0.5494882281958319,-0.7991703944509582,-0.09118765789869895,-1.7616293163477834,-1.7569284119180695,0.7300916168774597
-0.21107789874076843,-0.12573401629924774,0.2956532835960388,-0.5110895654898481,-0.5606819326788807,-0.12959856546042497,-1.7616513529444155,-1.756919196135474,0.730111849423028
0.01809186115860939,-0.1296994835138321,0.2514117658138275,-0.38198067297657323,-0.5606724062726303,0.07538123637589508,-1.7616002165485833,-1.7568872153790906,0.7301054877780432
0.022432468831539154,-0.009554052725434303,0.2585742473602295,-0.38198621129184007,-0.6862136226791563,0.0753806029015541,-1.76166119017871,-1.7568715646295971,0.7301114158394331
0.008798652328550816,-0.006632138043642044,0.399332195520401,-0.27697747962582053,-0.6862446938067556,-0.02958278825252758,-1.7616633223598217,-1.7569203415508294,0.7301664073958559
0.00264704879373312,-0.007246991619467735,0.4910251796245575,-0.21358838188080412,-0.6862093466067172,-0.09303056418450628,-1.7616990756805877,-1.7568624460802162,0.730085136045151
